distnum,distname,type,lastname,middlename,firstname,party,numvotes,voteshare,rejected,totalvotes
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Ducharme,,Denis,GPC,1030.0,2.0,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Gagnon,,Louis,Bloc,16261.0,32.3,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Généreux,,Bernard,CPC,20989.0,41.7,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Haché,,Serge,PPC,417.0,0.8,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Latulippe,,Hugo,NDP,3481.0,6.9,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Legault d'Auteuil,,Aladin,LPC,8210.0,16.3,976.0,51364.0
24052,Mount Royal,validated,Badra,,Clément,GPC,2389.0,5.5,583.0,44262.0
24052,Mount Royal,validated,Baland,,Eric-Abel,NDP,3609.0,8.3,583.0,44262.0
24052,Mount Royal,validated,Housefather,,Anthony,LPC,24590.0,56.3,583.0,44262.0
24052,Mount Royal,validated,Johnston,,Diane,ML,85.0,0.2,583.0,44262.0
24052,Mount Royal,validated,Levesque,,Xavier,Bloc,1757.0,4.0,583.0,44262.0
24052,Mount Royal,validated,Lozoff,,Zachary,PPC,362.0,0.8,583.0,44262.0
24052,Mount Royal,validated,Tordjman,,David,CPC,10887.0,24.9,583.0,44262.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Drabkin,,Neil,CPC,5759.0,11.4,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Garneau,,Marc,LPC,28323.0,56.3,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Gertler,,Franklin,NDP,7753.0,15.4,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Green,,Robert,GPC,5397.0,10.7,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Hoffman,,Rachel,ML,67.0,0.1,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Jetté,,Jennifer,Bloc,2359.0,4.7,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Thomas,,Jeffery A.,Independent,98.0,0.2,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Valiquette,,André,PPC,565.0,1.1,446.0,50767.0
24054,Outremont,validated,Bendayan,,Rachel,LPC,19148.0,46.2,455.0,41912.0
24054,Outremont,validated,Clarke,,Andrea,NDP,8319.0,20.1,455.0,41912.0
24054,Outremont,validated,Green,,Daniel,GPC,5018.0,12.1,455.0,41912.0
24054,Outremont,validated,Grimard,,Célia,Bloc,5741.0,13.8,455.0,41912.0
24054,Outremont,validated,Hiemstra,,Mark John,Parti Rhinocéros Party,155.0,0.4,455.0,41912.0
24054,Outremont,validated,Louras,,Jasmine,CPC,2707.0,6.5,455.0,41912.0
24054,Outremont,validated,Lévesque,,Sabin,PPC,369.0,0.9,455.0,41912.0
24055,Papineau,validated,Cacereco Berthiaume,,Jean-Patrick,Parti Rhinocéros Party,363.0,0.7,938.0,51719.0
24055,Papineau,validated,Gagnon,,Christian,Bloc,8124.0,16.0,938.0,51719.0
24055,Papineau,validated,Lefebvre,,Susanne,Christian Heritage Party,186.0,0.4,938.0,51719.0
24055,Papineau,validated,Lupien,,Luc,No Affiliation,75.0,0.1,938.0,51719.0
24055,Papineau,validated,Magnan,,Alain,Independent,76.0,0.1,938.0,51719.0
24055,Papineau,validated,Paré,,Christine,NDP,9748.0,19.2,938.0,51719.0
24055,Papineau,validated,Penner,,Steve,No Affiliation,34.0,0.1,938.0,51719.0
24055,Papineau,validated,Sibthorpe,,Mark,PPC,322.0,0.6,938.0,51719.0
24055,Papineau,validated,Trudeau,,Justin,LPC,25957.0,51.1,938.0,51719.0
24055,Papineau,validated,Vazquez,,Juan,GPC,3741.0,7.4,938.0,51719.0
24055,Papineau,validated,Veilleux,,Sophie,CPC,2155.0,4.2,938.0,51719.0
24056,Pierrefonds--Dollard,validated,El-Khoury,,Bruno Ibrahim,NDP,5687.0,10.3,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Henri,,Edline,Bloc,4469.0,8.1,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Ishak,,Mariam,CPC,9797.0,17.7,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Khan,,Shahid,Independent,242.0,0.4,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Mintz,,Lisa,GPC,2866.0,5.2,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Plante,,Martin,Independent,394.0,0.7,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Weishar,,Lee,PPC,711.0,1.3,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Zuberi,,Sameer,LPC,31305.0,56.4,682.0,56153.0
24057,Pontiac,validated,Amos,,William,LPC,30217.0,48.9,661.0,62508.0
24057,Pontiac,validated,Belec,,Mario,PPC,775.0,1.3,661.0,62508.0
24057,Pontiac,validated,Bertrand,,Claude,GPC,3762.0,6.1,661.0,62508.0
24057,Pontiac,validated,Blackburn,,Dave,CPC,10416.0,16.8,661.0,62508.0
24057,Pontiac,validated,Carreiro-Benoit,,Jonathan,Bloc,9929.0,16.1,661.0,62508.0
24057,Pontiac,validated,Giroux,,Denise,NDP,6503.0,10.5,661.0,62508.0
24057,Pontiac,validated,Lang,,Louis,ML,51.0,0.1,661.0,62508.0
24057,Pontiac,validated,Stewart,,Shawn,VCP,194.0,0.3,661.0,62508.0
24058,Portneuf--Jacques-Cartier,validated,Abbatiello,,Luca,PPC,1915.0,3.0,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Bonsaint,,Mathieu,Bloc,15707.0,24.3,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Gagnon,,David-Roger,NDP,3758.0,5.8,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Gaudet,,Marie-Claude,GPC,2308.0,3.6,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Godin,,Joël,CPC,28110.0,43.5,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Talbot,,Annie,LPC,12876.0,19.9,1251.0,65925.0
24059,Québec,validated,Boutin,,Bianca,CPC,8118.0,15.0,1051.0,55249.0
24059,Québec,validated,Bureau,,Tommy,NDP,6220.0,11.5,1051.0,55249.0
24059,Québec,validated,CoRhino,,Sébastien,Parti Rhinocéros Party,349.0,0.6,1051.0,55249.0
24059,Québec,validated,Dabiré,,Bruno,PPC,674.0,1.2,1051.0,55249.0
24059,Québec,validated,Duclos,,Jean-Yves,LPC,18047.0,33.3,1051.0,55249.0
24059,Québec,validated,Gagnon,,Christiane,Bloc,17722.0,32.7,1051.0,55249.0
24059,Québec,validated,Joli-Coeur,,Luc,GPC,2949.0,5.4,1051.0,55249.0
24059,Québec,validated,Paquin,,Luc,Pour l'Indépendance du Québec,119.0,0.2,1051.0,55249.0
24060,Repentigny,validated,Beauregard,,Diane,GPC,2289.0,3.5,1316.0,66772.0
24060,Repentigny,validated,Benslimane,,Meryem,NDP,4470.0,6.8,1316.0,66772.0
24060,Repentigny,validated,Boucher Granger,,Micheline,Pour l'Indépendance du Québec,347.0,0.5,1316.0,66772.0
24060,Repentigny,validated,Branchaud,,Pierre,CPC,4878.0,7.5,1316.0,66772.0
24060,Repentigny,validated,Larose,,Josée,LPC,18111.0,27.7,1316.0,66772.0
24060,Repentigny,validated,Pauzé,,Monique,Bloc,34837.0,53.2,1316.0,66772.0
24060,Repentigny,validated,Saint-Laurent,,Samuel,PPC,524.0,0.8,1316.0,66772.0
24061,Richmond--Arthabaska,validated,Guérin,,Olivier,NDP,2864.0,4.9,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Horth-Lepage,,Laura,GPC,3133.0,5.3,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Landry,,Jean,PPC,681.0,1.2,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Nolin,,Olivier,Bloc,16539.0,28.2,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Patry,,Marc,LPC,8868.0,15.1,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Rayes,,Alain,CPC,26553.0,45.3,1077.0,59715.0
24062,Rivière-des-Mille-Îles,validated,Borgers,,Ceylan,GPC,3015.0,5.2,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Desilets,,Luc,Bloc,23629.0,40.6,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Hakizimana,,Joseph,NDP,5002.0,8.6,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Lapointe,,Linda,LPC,21009.0,36.1,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Mikhael,,Maikel,CPC,4684.0,8.1,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Roker Jr,,Hans,PPC,845.0,1.5,1090.0,59274.0
24063,Rivière-du-Nord,validated,Fortin,,Rhéal,Bloc,31281.0,52.0,1206.0,61307.0
24063,Rivière-du-Nord,validated,Fréchette,,Sylvie,CPC,7120.0,11.8,1206.0,61307.0
24063,Rivière-du-Nord,validated,Gagnon,,Florence,LPC,13402.0,22.3,1206.0,61307.0
24063,Rivière-du-Nord,validated,Leckman,,Joey,GPC,3345.0,5.6,1206.0,61307.0
24063,Rivière-du-Nord,validated,Michaud,,Normand,PPC,407.0,0.7,1206.0,61307.0
24063,Rivière-du-Nord,validated,Ouellette,,Myriam,NDP,4194.0,7.0,1206.0,61307.0
24063,Rivière-du-Nord,validated,Riqueur-Lainé,,Nicolas,Pour l'Indépendance du Québec,225.0,0.4,1206.0,61307.0
24063,Rivière-du-Nord,validated,St-Gelais,,Lucie,Independent,127.0,0.2,1206.0,61307.0
24064,Rosemont--La Petite-Patrie,validated,André,,Claude,Bloc,14306.0,23.8,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Boulerice,,Alexandre,NDP,25575.0,42.5,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Desrochers,,Gisèle,ML,80.0,0.1,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Désy,,Jean,GPC,3539.0,5.9,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Hinse,,Geneviève,LPC,14576.0,24.2,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Lavoie,,Jos Guitare,Parti Rhinocéros Party,346.0,0.6,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Pellerin,,Bobby,PPC,293.0,0.5,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Raymond,,Normand,Communist,86.0,0.1,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Sarfati,,Johanna,CPC,1405.0,2.3,718.0,60924.0
24065,Marc-Aurèle-Fortin,validated,Baudelot,,Sonia,CPC,5423.0,9.7,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Faour,,Ali,NDP,4741.0,8.5,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Migliozzi,,Emilio,PPC,465.0,0.8,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Nitoi,,Lizabel,Bloc,18069.0,32.4,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Progakis,,Elias,Independent,143.0,0.3,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Robillard,,Yves,LPC,24865.0,44.5,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Tran Le,,Bao,GPC,2111.0,3.8,924.0,56741.0
24066,Saint-Hyacinthe--Bagot,validated,Barré,,Bernard,CPC,8062.0,14.4,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Bélanger,,Jean-François,PPC,478.0,0.9,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Huet-Côté,,Sabrina,GPC,2031.0,3.6,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Sansoucy,,Brigitte,NDP,10297.0,18.4,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Savard-Tremblay,,Simon-Pierre,Bloc,23143.0,41.4,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Vincelette,,René,LPC,11903.0,21.3,1391.0,57305.0
24067,Saint-Jean,validated,Chenail,,André-Philippe,GPC,3127.0,5.1,1241.0,63116.0
24067,Saint-Jean,validated,Hivon,,Marc,PPC,397.0,0.6,1241.0,63116.0
24067,Saint-Jean,validated,Normandin,,Christine,Bloc,27750.0,44.8,1241.0,63116.0
24067,Saint-Jean,validated,Reeves,,Chantal,NDP,4794.0,7.7,1241.0,63116.0
24067,Saint-Jean,validated,Rioux,,Jean,LPC,18906.0,30.6,1241.0,63116.0
24067,Saint-Jean,validated,Savary,,Yvon,Pour l'Indépendance du Québec,289.0,0.5,1241.0,63116.0
24067,Saint-Jean,validated,Thibert,,Martin,CPC,6612.0,10.7,1241.0,63116.0
24068,Saint-Laurent,validated,Boutet,,Ginette,ML,71.0,0.2,618.0,40765.0
24068,Saint-Laurent,validated,Gallo,,Miranda,NDP,4065.0,10.1,618.0,40765.0
24068,Saint-Laurent,validated,Kokotsis,,Georgia,GPC,2150.0,5.4,618.0,40765.0
24068,Saint-Laurent,validated,Lambropoulos,,Emmanuella,LPC,23527.0,58.6,618.0,40765.0
24068,Saint-Laurent,validated,Mikus,,Christopher,PPC,484.0,1.2,618.0,40765.0
24068,Saint-Laurent,validated,Miljours,,Thérèse,Bloc,2845.0,7.1,618.0,40765.0
24068,Saint-Laurent,validated,Serour,,Richard,CPC,7005.0,17.4,618.0,40765.0
24069,Saint-Léonard--Saint-Michel,validated,Ayala,,Paulina,NDP,2964.0,6.5,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Colly,,Garnet,ML,85.0,0.2,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Di Serio,,Tina,PPC,501.0,1.1,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Guillet,,Hassan,Independent,3061.0,6.7,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Lattanzio,,Patricia,LPC,27866.0,61.3,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Maiolo,,Ilario,CPC,5423.0,11.9,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Mougin,,Dominique,Bloc,4351.0,9.6,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Szilagyi,,Alessandra,GPC,1183.0,2.6,993.0,46427.0
24070,Saint-Maurice--Champlain,validated,Boisguérin,,Barthélémy,NDP,3071.0,5.3,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Champagne,,François-Philippe,LPC,23104.0,39.6,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Courchesne,,Bruno-Pier,CPC,9542.0,16.3,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Dufresne,,Stéphanie,GPC,1809.0,3.1,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Déziel,,Julie,PPC,938.0,1.6,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Morin,,Nicole,Bloc,19950.0,34.2,1307.0,59721.0
24071,Salaberry--Suroît,validated,AlShawa,,Nahed,GPC,1997.0,3.2,1285.0,64188.0
24071,Salaberry--Suroît,validated,Bertrand,,Luc,Pour l'Indépendance du Québec,342.0,0.5,1285.0,64188.0
24071,Salaberry--Suroît,validated,Debellefeuille,,Claude,Bloc,29975.0,47.7,1285.0,64188.0
24071,Salaberry--Suroît,validated,Faubert,,Marc,LPC,18682.0,29.7,1285.0,64188.0
24071,Salaberry--Suroît,validated,Gottman,,Joan,NDP,5024.0,8.0,1285.0,64188.0
24071,Salaberry--Suroît,validated,Larivière,,Cynthia,CPC,6116.0,9.7,1285.0,64188.0
24071,Salaberry--Suroît,validated,Savard,,Alain,PPC,767.0,1.2,1285.0,64188.0
24072,Shefford,validated,Breton,,Pierre,LPC,22605.0,37.1,1313.0,62226.0
24072,Shefford,validated,Clermont,,Nathalie,CPC,7495.0,12.3,1313.0,62226.0
24072,Shefford,validated,Daviault,,Darlène,Pour l'Indépendance du Québec,294.0,0.5,1313.0,62226.0
24072,Shefford,validated,Larouche,,Andréanne,Bloc,23503.0,38.6,1313.0,62226.0
24072,Shefford,validated,Plamondon,,Raymonde,NDP,3705.0,6.1,1313.0,62226.0
24072,Shefford,validated,Sabbagh,,Mariam,PPC,497.0,0.8,1313.0,62226.0
24072,Shefford,validated,Turgeon,,Katherine,GPC,2814.0,4.6,1313.0,62226.0
24073,Sherbrooke,validated,Brière,,Élisabeth,LPC,17490.0,29.3,1003.0,60729.0
24073,Sherbrooke,validated,Côté,,Steve,Parti Rhinocéros Party,219.0,0.4,1003.0,60729.0
24073,Sherbrooke,validated,Dusseault,,Pierre-Luc,NDP,16881.0,28.3,1003.0,60729.0
24073,Sherbrooke,validated,Forgues,,Claude,Bloc,15470.0,25.9,1003.0,60729.0
24073,Sherbrooke,validated,Moreno,,Edwin,Independent,471.0,0.8,1003.0,60729.0
24073,Sherbrooke,validated,Morin,,Mathieu,GPC,2716.0,4.5,1003.0,60729.0
24073,Sherbrooke,validated,Richard,,Hubert,No Affiliation,117.0,0.2,1003.0,60729.0
24073,Sherbrooke,validated,Sévigny,,Dany,CPC,6362.0,10.7,1003.0,60729.0
24074,Vaudreuil--Soulanges,validated,Cox,,Karen,CPC,7804.0,11.5,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,MacDonald,,Amanda,NDP,7368.0,10.8,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,Rouillard,,Noémie,Bloc,16600.0,24.4,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,Schiefke,,Peter,LPC,32254.0,47.3,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,Stiff,,Cameron,GPC,3405.0,5.0,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,Tam,,Kaylin,PPC,711.0,1.0,962.0,69104.0
24075,Terrebonne,validated,Barnes,,Jeffrey,PPC,399.0,0.7,1282.0,62617.0
24075,Terrebonne,validated,Beauchemin,,Frédéric,LPC,17944.0,29.3,1282.0,62617.0
24075,Terrebonne,validated,Beaudoin,,Maxime,NDP,4627.0,7.5,1282.0,62617.0
24075,Terrebonne,validated,Boudrias,,Michel,Bloc,31029.0,50.6,1282.0,62617.0
24075,Terrebonne,validated,Gagnon,,France,CPC,4640.0,7.6,1282.0,62617.0
24075,Terrebonne,validated,Hébert,,Jade,Independent,159.0,0.3,1282.0,62617.0
24075,Terrebonne,validated,Monette,,Réjean,GPC,2277.0,3.7,1282.0,62617.0
24075,Terrebonne,validated,Vézina,,Paul,Parti Rhinocéros Party,260.0,0.4,1282.0,62617.0
24076,Trois-Rivières,validated,Aubin,,Robert,NDP,10090.0,16.7,1092.0,61630.0
24076,Trois-Rivières,validated,Charbonneau,,Louise,Bloc,17240.0,28.5,1092.0,61630.0
24076,Trois-Rivières,validated,Duplessis,,Marie,GPC,1492.0,2.5,1092.0,61630.0
24076,Trois-Rivières,validated,Gingras,,Marc André,PPC,565.0,0.9,1092.0,61630.0
24076,Trois-Rivières,validated,Lévesque,,Yves,CPC,15240.0,25.2,1092.0,61630.0
24076,Trois-Rivières,validated,Renaud-Martin,,Valérie,LPC,15774.0,26.1,1092.0,61630.0
24076,Trois-Rivières,validated,St-Onge Lynch,,Ronald,Independent,137.0,0.2,1092.0,61630.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Bourque,,Nadia,Bloc,6899.0,13.1,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Cusmano,,Liana Canton,GPC,3718.0,7.1,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Forian,,Michael,CPC,4609.0,8.8,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Gaudet,,Tommy,Parti Rhinocéros Party,140.0,0.3,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Langlais,,Jean,PPC,520.0,1.0,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Miller,,Marc,LPC,28087.0,53.5,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,O'Sullivan,,Louise B.,Independent,117.0,0.2,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Patenaude,,Marc,No Affiliation,113.0,0.2,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Sullivan,,Linda,ML,45.0,0.1,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Thiébaut,,Sophie,NDP,8274.0,15.8,601.0,53123.0
24078,Vimy,validated,Aliev,,Vassif,NDP,4779.0,8.6,1057.0,56590.0
24078,Vimy,validated,Beaulieu,,Claire-Emmanuelle,Bloc,15455.0,27.8,1057.0,56590.0
24078,Vimy,validated,Brunelle,,Suzanne,PPC,733.0,1.3,1057.0,56590.0
24078,Vimy,validated,El-Helou,,Rima,CPC,5951.0,10.7,1057.0,56590.0
24078,Vimy,validated,Koutrakis,,Annie,LPC,26490.0,47.7,1057.0,56590.0
24078,Vimy,validated,R'Guiba,,Faiza,GPC,2125.0,3.8,1057.0,56590.0
35001,Ajax,validated,Ali,,Intab,Independent,111.0,0.2,487.0,61507.0
35001,Ajax,validated,Dingwall,,Tom,CPC,15864.0,26.0,487.0,61507.0
35001,Ajax,validated,Hadley,,Allen Keith,Independent,186.0,0.3,487.0,61507.0
35001,Ajax,validated,Holland,,Mark,LPC,35198.0,57.7,487.0,61507.0
35001,Ajax,validated,Knight,,Maia,GPC,2040.0,3.3,487.0,61507.0
35001,Ajax,validated,Malik,,Shokat,NDP,7033.0,11.5,487.0,61507.0
35001,Ajax,validated,Russo,,Susanna,PPC,588.0,1.0,487.0,61507.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Chapman,,Max,GPC,2192.0,5.4,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Delisle,,Dave,PPC,887.0,2.2,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Hughes,,Carol,NDP,16883.0,41.6,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Marquis De Marmalade,,Le,Parti Rhinocéros Party,125.0,0.3,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Williamson,,Dave,CPC,10625.0,26.2,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Wilson,,Heather,LPC,9879.0,24.3,384.0,40975.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Alleslev,,Leona,CPC,23568.0,44.4,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Brown,,Aaron,NDP,3820.0,7.2,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Flemming,,Timothy,GPC,2154.0,4.1,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Korovitsyn,,Serge,Libertarian,529.0,1.0,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Patil,,Priya,PPC,530.0,1.0,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Taylor Roy,,Leah,LPC,22508.0,42.4,454.0,53563.0
35004,Barrie--Innisfil,validated,Brassard,,John,CPC,23765.0,43.8,376.0,54629.0
35004,Barrie--Innisfil,validated,North,,Bonnie,GPC,4716.0,8.7,376.0,54629.0
35004,Barrie--Innisfil,validated,Reinio,,Pekka,NDP,8880.0,16.4,376.0,54629.0
35004,Barrie--Innisfil,validated,Robinson,,Stephanie,PPC,1013.0,1.9,376.0,54629.0
35004,Barrie--Innisfil,validated,Wilson,,Lisa-Marie,LPC,15879.0,29.3,376.0,54629.0
35005,Barrie--Springwater--Oro-Medonte,validated,Janssen,,Dan,NDP,7972.0,14.8,378.0,54171.0
35005,Barrie--Springwater--Oro-Medonte,validated,Kalliecharan,,Brian,LPC,16805.0,31.2,378.0,54171.0
35005,Barrie--Springwater--Oro-Medonte,validated,Lancaster,,Marty,GPC,7066.0,13.1,378.0,54171.0
35005,Barrie--Springwater--Oro-Medonte,validated,Patterson,,David,PPC,969.0,1.8,378.0,54171.0
35005,Barrie--Springwater--Oro-Medonte,validated,Shipley,,Doug,CPC,20981.0,39.0,378.0,54171.0
35006,Bay of Quinte,validated,Bell,,Stephanie,NDP,9851.0,16.0,464.0,62011.0
35006,Bay of Quinte,validated,Bordonaro,,Paul,PPC,1207.0,2.0,464.0,62011.0
35006,Bay of Quinte,validated,Celovsky,,Danny,GPC,3740.0,6.1,464.0,62011.0
35006,Bay of Quinte,validated,Durkin,,Tim,CPC,22650.0,36.8,464.0,62011.0
35006,Bay of Quinte,validated,Ellis,,Neil,LPC,24099.0,39.2,464.0,62011.0
35007,Beaches--East York,validated,Erskine-Smith,,Nathaniel,LPC,32647.0,57.2,340.0,57418.0
35007,Beaches--East York,validated,Manners,,Sean,GPC,3378.0,5.9,340.0,57418.0
35007,Beaches--East York,validated,McKenzie,,Deborah,PPC,831.0,1.5,340.0,57418.0
35007,Beaches--East York,validated,Nam,,Mae J.,NDP,12196.0,21.4,340.0,57418.0
35007,Beaches--East York,validated,Nazeer,,Nadirah,CPC,8026.0,14.1,340.0,57418.0
35008,Brampton Centre,validated,Bawa,,Baljit,PPC,681.0,1.7,480.0,40238.0
35008,Brampton Centre,validated,Boswell,,Jordan,NDP,7819.0,19.7,480.0,40238.0
35008,Brampton Centre,validated,Gershuny,,David,ML,106.0,0.3,480.0,40238.0
35008,Brampton Centre,validated,Gosal,,Pawanjit,CPC,10696.0,26.9,480.0,40238.0
35008,Brampton Centre,validated,Sangha,,Ramesh,LPC,18771.0,47.2,480.0,40238.0
35008,Brampton Centre,validated,Thornham,,Pauline,GPC,1685.0,4.2,480.0,40238.0
35009,Brampton East,validated,Burgess-Ogilvie,,Teresa,GPC,666.0,1.3,510.0,51263.0
35009,Brampton East,validated,Dua,,Partap,CFF - Canada's Fourth Front,89.0,0.2,510.0,51263.0
35009,Brampton East,validated,Othi,,Manpreet,Independent,211.0,0.4,510.0,51263.0
35009,Brampton East,validated,Sidhu,,Maninder,LPC,24050.0,47.4,510.0,51263.0
35009,Brampton East,validated,Singh,,Ramona,CPC,12125.0,23.9,510.0,51263.0
35009,Brampton East,validated,Singh,,Saranjit,NDP,13368.0,26.3,510.0,51263.0
35009,Brampton East,validated,Walia,,Gaurav,PPC,244.0,0.5,510.0,51263.0
35010,Brampton North,validated,D'Costa,,Norbert,GPC,1516.0,3.0,496.0,50998.0
35010,Brampton North,validated,Edwards,,Melissa,NDP,8533.0,16.9,496.0,50998.0
35010,Brampton North,validated,Frazer,,Keith,PPC,510.0,1.0,496.0,50998.0
35010,Brampton North,validated,Khanna,,Arpan,CPC,13973.0,27.7,496.0,50998.0
35010,Brampton North,validated,Sahota,,Ruby,LPC,25970.0,51.4,496.0,50998.0
35011,Brampton South,validated,Brar,,Ramandeep,CPC,13828.0,28.4,583.0,49266.0
35011,Brampton South,validated,Fraser,,Karen,GPC,1926.0,4.0,583.0,49266.0
35011,Brampton South,validated,Ghuman,,Rajwinder,PPC,354.0,0.7,583.0,49266.0
35011,Brampton South,validated,Joshi,,Mitesh,CFF - Canada's Fourth Front,152.0,0.3,583.0,49266.0
35011,Brampton South,validated,Kaur,,Mandeep,NDP,7985.0,16.4,583.0,49266.0
35011,Brampton South,validated,Mercer,,Wavey,Christian Heritage Party,285.0,0.6,583.0,49266.0
