distnum,distname,type,lastname,middlename,firstname,party,numvotes,voteshare,rejected,totalvotes
35051,London--Fanshawe,validated,Kosoian,,Bela,People's Party,1132.0,2.0,518.0,56093.0
35051,London--Fanshawe,validated,Mathyssen,,Lindsay,NDP-New Democratic Party,22671.0,40.8,518.0,56093.0
35051,London--Fanshawe,validated,van Holst,,Michael,Conservative,13770.0,24.8,518.0,56093.0
35052,London North Centre,validated,Bokhari,,Sarah,Conservative,15066.0,23.6,493.0,64234.0
35052,London North Centre,validated,Dyck,,Carol,Green Party,4872.0,7.6,493.0,64234.0
35052,London North Centre,validated,Fragiskatos,,Peter,Liberal,27247.0,42.7,493.0,64234.0
35052,London North Centre,validated,Mansur,,Salim,People's Party,1532.0,2.4,493.0,64234.0
35052,London North Centre,validated,Prout,,Dirka,NDP-New Democratic Party,14887.0,23.4,493.0,64234.0
35052,London North Centre,validated,Sorrenti,,Clara,Communist,137.0,0.2,493.0,64234.0
35053,London West,validated,Boudreau,,Jacques,Libertarian,523.0,0.7,496.0,71769.0
35053,London West,validated,Hodge,,Mary Ann,Green Party,3827.0,5.4,496.0,71769.0
35053,London West,validated,Lewkowitz,,Shawna,NDP-New Democratic Party,15220.0,21.4,496.0,71769.0
35053,London West,validated,Mcmullen,,Mike,People's Party,1171.0,1.6,496.0,71769.0
35053,London West,validated,Snelgrove,,Liz,Conservative,19910.0,27.9,496.0,71769.0
35053,London West,validated,Young,,Kate,Liberal,30622.0,43.0,496.0,71769.0
35054,Markham--Stouffville,validated,Antony,,Theodore,Conservative,19703.0,30.6,623.0,65011.0
35054,Markham--Stouffville,validated,Berman,,Hal,NDP-New Democratic Party,4132.0,6.4,623.0,65011.0
35054,Markham--Stouffville,validated,Jaczek,,Helena,Liberal,25055.0,38.9,623.0,65011.0
35054,Markham--Stouffville,validated,Lin,,Jeremy,People's Party,537.0,0.8,623.0,65011.0
35054,Markham--Stouffville,validated,Long,,Roy,Green Party,1621.0,2.5,623.0,65011.0
35054,Markham--Stouffville,validated,Philpott,,Jane,Independent,13340.0,20.7,623.0,65011.0
35055,Markham--Thornhill,validated,Macwan,,Josephbai,Independent,277.0,0.6,445.0,45195.0
35055,Markham--Thornhill,validated,Ng,,Mary,Liberal,24124.0,53.9,445.0,45195.0
35055,Markham--Thornhill,validated,Remedios,,Peter,People's Party,358.0,0.8,445.0,45195.0
35055,Markham--Thornhill,validated,Sahbaz,,Paul,NDP-New Democratic Party,3264.0,7.3,445.0,45195.0
35055,Markham--Thornhill,validated,Williams,,Chris,Green Party,1253.0,2.8,445.0,45195.0
35055,Markham--Thornhill,validated,Yuan,,Alex,Conservative,15474.0,34.6,445.0,45195.0
35056,Markham--Unionville,validated,Chung,,Sarah,People's Party,861.0,1.6,523.0,53919.0
35056,Markham--Unionville,validated,Hines,,Gregory,NDP-New Democratic Party,3524.0,6.6,523.0,53919.0
35056,Markham--Unionville,validated,Ho,,Alan,Liberal,20484.0,38.4,523.0,53919.0
35056,Markham--Unionville,validated,Kao,,Elvin,Green Party,2394.0,4.5,523.0,53919.0
35056,Markham--Unionville,validated,Saroya,,Bob,Conservative,26133.0,48.9,523.0,53919.0
35057,Milton,validated,Dastur,,Percy,People's Party,613.0,1.0,379.0,60058.0
35057,Milton,validated,Hassan,,Farina,NDP-New Democratic Party,3851.0,6.5,379.0,60058.0
35057,Milton,validated,Hayward,,Eleanor,Green Party,2769.0,4.6,379.0,60058.0
35057,Milton,validated,Raitt,,Lisa,Conservative,21564.0,36.1,379.0,60058.0
35057,Milton,validated,van Koeverden,,Adam,Liberal,30882.0,51.7,379.0,60058.0
35058,Mississauga Centre,validated,Alghabra,,Omar,Liberal,29974.0,55.8,475.0,54231.0
35058,Mississauga Centre,validated,Micalef,,David,People's Party,837.0,1.6,475.0,54231.0
35058,Mississauga Centre,validated,Mikael,,Milad,Conservative,15874.0,29.5,475.0,54231.0
35058,Mississauga Centre,validated,Reinoso,,Hugo,Green Party,1646.0,3.1,475.0,54231.0
35058,Mississauga Centre,validated,Vezina,,Greg,Independent,252.0,0.5,475.0,54231.0
35058,Mississauga Centre,validated,Walji,,Sarah,NDP-New Democratic Party,5173.0,9.6,475.0,54231.0
35059,Mississauga East--Cooksville,validated,Di Carlo,,Anna,ML,178.0,0.3,483.0,53106.0
35059,Mississauga East--Cooksville,validated,Fonseca,,Peter,Liberal,27923.0,53.1,483.0,53106.0
35059,Mississauga East--Cooksville,validated,Lizon,,Wladyslaw,Conservative,17664.0,33.6,483.0,53106.0
35059,Mississauga East--Cooksville,validated,Rasheed,,Maha,Green Party,1578.0,3.0,483.0,53106.0
35059,Mississauga East--Cooksville,validated,Rizvi,,Syed,People's Party,637.0,1.2,483.0,53106.0
35059,Mississauga East--Cooksville,validated,Takacs,,Tom,NDP-New Democratic Party,4643.0,8.8,483.0,53106.0
35060,Mississauga--Erin Mills,validated,Alsabagh,,Hazar,People's Party,648.0,1.1,637.0,58899.0
35060,Mississauga--Erin Mills,validated,Boscarino-Gaetano,,Remo,Green Party,2147.0,3.7,637.0,58899.0
35060,Mississauga--Erin Mills,validated,Khalid,,Iqra,Liberal,31181.0,53.5,637.0,58899.0
35060,Mississauga--Erin Mills,validated,Tariq,,Salman,NDP-New Democratic Party,5236.0,9.0,637.0,58899.0
35060,Mississauga--Erin Mills,validated,Tawfilis,,Hani,Conservative,19050.0,32.7,637.0,58899.0
35061,Mississauga--Lakeshore,validated,Ambler,,Stella,Conservative,22740.0,37.3,407.0,61406.0
35061,Mississauga--Lakeshore,validated,Darby,,Carlton,UPC,99.0,0.2,407.0,61406.0
35061,Mississauga--Lakeshore,validated,Laughton,,Adam,NDP-New Democratic Party,5103.0,8.4,407.0,61406.0
35061,Mississauga--Lakeshore,validated,Spengemann,,Sven,Liberal,29526.0,48.4,407.0,61406.0
35061,Mississauga--Lakeshore,validated,Trentelman,,Cynthia,Green Party,2814.0,4.6,407.0,61406.0
35061,Mississauga--Lakeshore,validated,Vizitiu,,Eugen,People's Party,717.0,1.2,407.0,61406.0
35062,Mississauga--Malton,validated,Bains,,Navdeep,Liberal,27890.0,57.5,500.0,49037.0
35062,Mississauga--Malton,validated,Buchanan,,Prudence,UPC,306.0,0.6,500.0,49037.0
35062,Mississauga--Malton,validated,Chilelli,,Frank,ML,90.0,0.2,500.0,49037.0
35062,Mississauga--Malton,validated,Clarke,,Nikki,NDP-New Democratic Party,6103.0,12.6,500.0,49037.0
35062,Mississauga--Malton,validated,Gora,,Tahir,People's Party,369.0,0.8,500.0,49037.0
35062,Mississauga--Malton,validated,Porter,,Christina,Green Party,1251.0,2.6,500.0,49037.0
35062,Mississauga--Malton,validated,Varughese,,Tom,Conservative,12528.0,25.8,500.0,49037.0
35063,Mississauga--Streetsville,validated,Girguis,,Samir,NDP-New Democratic Party,6036.0,10.3,437.0,59202.0
35063,Mississauga--Streetsville,validated,Hill,,Chris,Green Party,2688.0,4.6,437.0,59202.0
35063,Mississauga--Streetsville,validated,McIver,,Thomas,People's Party,706.0,1.2,437.0,59202.0
35063,Mississauga--Streetsville,validated,Melek,,Ghada,Conservative,19474.0,33.1,437.0,59202.0
35063,Mississauga--Streetsville,validated,Sikand,,Gagan,Liberal,29618.0,50.4,437.0,59202.0
35063,Mississauga--Streetsville,validated,Spizzirri,,Natalie,Animal Protection Party,243.0,0.4,437.0,59202.0
35064,Nepean,validated,Ansari,,Zaff,NDP-New Democratic Party,9104.0,13.1,407.0,69990.0
35064,Nepean,validated,Arya,,Chandra,Liberal,31933.0,45.9,407.0,69990.0
35064,Nepean,validated,Cooke,,Jean-Luc,Green Party,4379.0,6.3,407.0,69990.0
35064,Nepean,validated,Hooda,,Azim,People's Party,687.0,1.0,407.0,69990.0
35064,Nepean,validated,St. Louis,,Brian,Conservative,23320.0,33.5,407.0,69990.0
35064,Nepean,validated,Wang,,Dustan,Communist,160.0,0.2,407.0,69990.0
35065,Newmarket--Aurora,validated,Bauer,,Walter,Green Party,3551.0,5.8,424.0,61884.0
35065,Newmarket--Aurora,validated,Baxter,,Dorian,PC Party,901.0,1.5,424.0,61884.0
35065,Newmarket--Aurora,validated,Brown,,Lois,Conservative,23252.0,37.8,424.0,61884.0
35065,Newmarket--Aurora,validated,Goble,,Laurie,Parti Rhinocéros Party,104.0,0.2,424.0,61884.0
35065,Newmarket--Aurora,validated,Kelly,,Yvonne,NDP-New Democratic Party,6576.0,10.7,424.0,61884.0
35065,Newmarket--Aurora,validated,McCaughtrie,,Andrew,People's Party,588.0,1.0,424.0,61884.0
35065,Newmarket--Aurora,validated,Van Bynen,,Tony,Liberal,26488.0,43.1,424.0,61884.0
35066,Niagara Centre,validated,Allen,,Malcolm,NDP-New Democratic Party,15469.0,26.7,539.0,58502.0
35066,Niagara Centre,validated,Badawey,,Vance,Liberal,20292.0,35.0,539.0,58502.0
35066,Niagara Centre,validated,Bylsma,,Nic,Christian Heritage Party,308.0,0.5,539.0,58502.0
35066,Niagara Centre,validated,Jeffs,,April,Conservative,17987.0,31.0,539.0,58502.0
35066,Niagara Centre,validated,Sainz-Nieto,,Andrew,People's Party,776.0,1.3,539.0,58502.0
35066,Niagara Centre,validated,Tomaino,,Michael,Green Party,3054.0,5.3,539.0,58502.0
35066,Niagara Centre,validated,Walker,,Robert,ML,77.0,0.1,539.0,58502.0
35067,Niagara Falls,validated,Baldinelli,,Tony,Conservative,24751.0,35.5,636.0,70370.0
35067,Niagara Falls,validated,Barker,,Brian,NDP-New Democratic Party,12566.0,18.0,636.0,70370.0
35067,Niagara Falls,validated,Kaiser,,Andrea,Liberal,22690.0,32.5,636.0,70370.0
35067,Niagara Falls,validated,O'Connor,,Sandra,Green Party,3404.0,4.9,636.0,70370.0
35067,Niagara Falls,validated,O'Connor,,Tricia,Christian Heritage Party,358.0,0.5,636.0,70370.0
35067,Niagara Falls,validated,Strange,,Mike,Independent,4997.0,7.2,636.0,70370.0
35067,Niagara Falls,validated,Taylor,,Alexander,People's Party,968.0,1.4,636.0,70370.0
35068,Niagara West,validated,Allison,,Dean,Conservative,24447.0,45.3,252.0,54176.0
35068,Niagara West,validated,Bingham,,Ian,Liberal,17429.0,32.3,252.0,54176.0
35068,Niagara West,validated,Jonker,,Harold,Christian Heritage Party,1019.0,1.9,252.0,54176.0
35068,Niagara West,validated,Morton,,Miles,People's Party,869.0,1.6,252.0,54176.0
35068,Niagara West,validated,Rahman,,Nameer,NDP-New Democratic Party,6540.0,12.1,252.0,54176.0
35068,Niagara West,validated,Teather,,Terry,Green Party,3620.0,6.7,252.0,54176.0
35069,Nickel Belt,validated,Laamanen,,Aino,Conservative,10343.0,21.2,298.0,49146.0
35069,Nickel Belt,validated,Lalonde,,Casey,Green Party,2644.0,5.4,298.0,49146.0
35069,Nickel Belt,validated,Paavola,,Mikko,People's Party,1159.0,2.4,298.0,49146.0
35069,Nickel Belt,validated,Paquette,,Stef,NDP-New Democratic Party,15656.0,32.1,298.0,49146.0
35069,Nickel Belt,validated,Serré,,Marc G,Liberal,19046.0,39.0,298.0,49146.0
35070,Nipissing--Timiskaming,validated,Boulet,,Rob,NDP-New Democratic Party,9784.0,20.5,407.0,48134.0
35070,Nipissing--Timiskaming,validated,Carr,,Jordy,Conservative,12984.0,27.2,407.0,48134.0
35070,Nipissing--Timiskaming,validated,Gomm,,Alex,Green Party,3111.0,6.5,407.0,48134.0
35070,Nipissing--Timiskaming,validated,King,,Mark,People's Party,2496.0,5.2,407.0,48134.0
35070,Nipissing--Timiskaming,validated,Rota,,Anthony,Liberal,19352.0,40.5,407.0,48134.0
35071,Northumberland--Peterborough South,validated,Lawrence,,Philip,Conservative,27385.0,39.7,484.0,69445.0
35071,Northumberland--Peterborough South,validated,MacDonald,,Mallory,NDP-New Democratic Party,9615.0,13.9,484.0,69445.0
35071,Northumberland--Peterborough South,validated,Rudd,,Kim,Liberal,24977.0,36.2,484.0,69445.0
35071,Northumberland--Peterborough South,validated,Vaughan,,Frank,People's Party,1460.0,2.1,484.0,69445.0
35071,Northumberland--Peterborough South,validated,Wheeldon,,Jeff,Green Party,5524.0,8.0,484.0,69445.0
35072,Oakville,validated,Adamo,,Jerome,NDP-New Democratic Party,4928.0,7.5,487.0,65888.0
35072,Oakville,validated,Anand,,Anita,Liberal,30265.0,46.3,487.0,65888.0
35072,Oakville,validated,Elwick,,James,Green Party,3704.0,5.7,487.0,65888.0
35072,Oakville,validated,Meaney,,JD,People's Party,798.0,1.2,487.0,65888.0
35072,Oakville,validated,Pereira,,Sushila,Christian Heritage Party,145.0,0.2,487.0,65888.0
35072,Oakville,validated,Young,,Terence,Conservative,25561.0,39.1,487.0,65888.0
35073,Oakville North--Burlington,validated,Damoff,,Pam,Liberal,33597.0,48.3,412.0,70035.0
35073,Oakville North--Burlington,validated,Dion,,Nicolas,NDP-New Democratic Party,5866.0,8.4,412.0,70035.0
35073,Oakville North--Burlington,validated,Houghton,,Michael,Green Party,2925.0,4.2,412.0,70035.0
35073,Oakville North--Burlington,validated,Jubinville,,Gilbert Joseph,People's Party,751.0,1.1,412.0,70035.0
35073,Oakville North--Burlington,validated,Weir,,Sean,Conservative,26484.0,38.0,412.0,70035.0
35074,Oshawa,validated,Carrie,,Colin,Conservative,24087.0,38.9,414.0,62397.0
35074,Oshawa,validated,Hossain,,Afroza,Liberal,15750.0,25.4,414.0,62397.0
35074,Oshawa,validated,Mackenzie,,Eric,People's Party,1215.0,2.0,414.0,62397.0
35074,Oshawa,validated,Panylo,,Shailene,NDP-New Democratic Party,17668.0,28.5,414.0,62397.0
35074,Oshawa,validated,Ramsden,,Jovannah,Green Party,3151.0,5.1,414.0,62397.0
35074,Oshawa,validated,Tomlinson,,Jeff,Communist,112.0,0.2,414.0,62397.0
35075,Ottawa Centre,validated,Bertrand,,Shelby,Animal Protection Party,207.0,0.3,482.0,79384.0
35075,Ottawa Centre,validated,Clemenhagen,,Carol,Conservative,9920.0,12.6,482.0,79384.0
35075,Ottawa Centre,validated,Corcoran,,Coreen,Libertarian,360.0,0.5,482.0,79384.0
35075,Ottawa Centre,validated,Jones,,Chris G,Independent,177.0,0.2,482.0,79384.0
35075,Ottawa Centre,validated,Keller-Herzog,,Angela,Green Party,5837.0,7.4,482.0,79384.0
35075,Ottawa Centre,validated,Leriche,,Marie-Chantal,Christian Heritage Party,198.0,0.3,482.0,79384.0
35075,Ottawa Centre,validated,McKenna,,Catherine,Liberal,38391.0,48.7,482.0,79384.0
35075,Ottawa Centre,validated,Ryan,,Stuart,Communist,111.0,0.1,482.0,79384.0
35075,Ottawa Centre,validated,Sevilla,,Merylee,People's Party,720.0,0.9,482.0,79384.0
35075,Ottawa Centre,validated,Taman,,Emilie,NDP-New Democratic Party,22916.0,29.0,482.0,79384.0
35075,Ottawa Centre,validated,Vo,,Giang Ha Thu,Independent,65.0,0.1,482.0,79384.0
35076,Orléans,validated,Bertschi,,David,Conservative,22984.0,28.2,585.0,81995.0
35076,Orléans,validated,Lalonde,,Marie-France,Liberal,44183.0,54.3,585.0,81995.0
35076,Orléans,validated,Petersen,,Michelle,Green Party,3829.0,4.7,585.0,81995.0
35076,Orléans,validated,Saint-Fleur,,Roger,People's Party,986.0,1.2,585.0,81995.0
35076,Orléans,validated,Wiens,,Jacqui,NDP-New Democratic Party,9428.0,11.6,585.0,81995.0
35077,Ottawa South,validated,Bolaños,,Rodrigo André,People's Party,717.0,1.1,574.0,65950.0
35077,Ottawa South,validated,Bouragba,,Ahmed,Independent,141.0,0.2,574.0,65950.0
35077,Ottawa South,validated,Gay,,Morgan,NDP-New Democratic Party,10457.0,16.0,574.0,65950.0
35077,Ottawa South,validated,Laith,,Sarmad,Independent,87.0,0.1,574.0,65950.0
35077,Ottawa South,validated,McGuinty,,David,Liberal,34205.0,52.3,574.0,65950.0
35077,Ottawa South,validated,Schram,,Les,Green Party,3645.0,5.6,574.0,65950.0
35077,Ottawa South,validated,Tannis,,Eli,Conservative,16025.0,24.5,574.0,65950.0
35077,Ottawa South,validated,Wasslen,,Larry,Communist,99.0,0.2,574.0,65950.0
35078,Ottawa--Vanier,validated,Altman,,Joel,Independent,211.0,0.3,699.0,64580.0
35078,Ottawa--Vanier,validated,Bernard,,Joel E.,Conservative,11118.0,17.4,699.0,64580.0
35078,Ottawa--Vanier,validated,Durst,,Paul,People's Party,1064.0,1.7,699.0,64580.0
35078,Ottawa--Vanier,validated,Fortier,,Mona,Liberal,32679.0,51.2,699.0,64580.0
35078,Ottawa--Vanier,validated,Legeais,,Christian,ML,59.0,0.1,699.0,64580.0
35078,Ottawa--Vanier,validated,McHugh,,Daniel James,Independent,94.0,0.1,699.0,64580.0
35078,Ottawa--Vanier,validated,Mercier,,Stéphanie,NDP-New Democratic Party,13516.0,21.2,699.0,64580.0
35078,Ottawa--Vanier,validated,Miller,,Derek,Parti Rhinocéros Party,229.0,0.4,699.0,64580.0
35078,Ottawa--Vanier,validated,Ngabirano,,Oriana,Green Party,4796.0,7.5,699.0,64580.0
35078,Ottawa--Vanier,validated,Paquette,,Michelle,Communist,115.0,0.2,699.0,64580.0
35079,Ottawa West--Nepean,validated,Abdi,,Abdul,Conservative,16876.0,27.1,602.0,62808.0
35079,Ottawa West--Nepean,validated,Cama,,Vincent,Communist,103.0,0.2,602.0,62808.0
35079,Ottawa West--Nepean,validated,Guevorkian,,Serge,People's Party,839.0,1.3,602.0,62808.0
35079,Ottawa West--Nepean,validated,Lin,,Nick,ML,48.0,0.1,602.0,62808.0
35079,Ottawa West--Nepean,validated,MacEwen,,Angella,NDP-New Democratic Party,11646.0,18.7,602.0,62808.0
35079,Ottawa West--Nepean,validated,Moore,,Butch,No Affiliation,71.0,0.1,602.0,62808.0
35079,Ottawa West--Nepean,validated,Mulligan,,Sean,Christian Heritage Party,351.0,0.6,602.0,62808.0
35079,Ottawa West--Nepean,validated,Stibbe,,David,Green Party,3894.0,6.3,602.0,62808.0
35079,Ottawa West--Nepean,validated,Vandenbeld,,Anita,Liberal,28378.0,45.6,602.0,62808.0
35080,Oxford,validated,Aldred,,Melody,Christian Heritage Party,986.0,1.6,528.0,61419.0
35080,Oxford,validated,Birtch-Carriere,,Lisa,Green Party,4770.0,7.8,528.0,61419.0
35080,Oxford,validated,Chambers,,Matthew,NDP-New Democratic Party,12306.0,20.2,528.0,61419.0
35080,Oxford,validated,Knight,,Brendan,Liberal,11745.0,19.3,528.0,61419.0
35080,Oxford,validated,MacKenzie,,Dave,Conservative,29310.0,48.1,528.0,61419.0
35080,Oxford,validated,Martin,,Wendy,People's Party,1774.0,2.9,528.0,61419.0
35081,Parkdale--High Park,validated,Capra,,Nick,Green Party,3916.0,6.4,382.0,61269.0
35081,Parkdale--High Park,validated,Gershuny,,Lorne,ML,43.0,0.1,382.0,61269.0
35081,Parkdale--High Park,validated,Pabani,,Alykhan,Communist,119.0,0.2,382.0,61269.0
35081,Parkdale--High Park,validated,Parker,,Terry,Radical Marijuana,119.0,0.2,382.0,61269.0
35081,Parkdale--High Park,validated,Pham,,Adam,Conservative,8015.0,13.2,382.0,61269.0
35081,Parkdale--High Park,validated,Taylor,,Paul,NDP-New Democratic Party,19180.0,31.5,382.0,61269.0
35081,Parkdale--High Park,validated,Virani,,Arif,Liberal,28852.0,47.4,382.0,61269.0
35081,Parkdale--High Park,validated,Wycliffe,,Greg,People's Party,643.0,1.1,382.0,61269.0
35082,Parry Sound--Muskoka,validated,Aitchison,,Scott,Conservative,22845.0,41.8,392.0,55055.0
35082,Parry Sound--Muskoka,validated,Cowie,,Trisha,Liberal,16615.0,30.4,392.0,55055.0
35082,Parry Sound--Muskoka,validated,Miller,,Gord,Green Party,8409.0,15.4,392.0,55055.0
35082,Parry Sound--Muskoka,validated,Predie Jr,,Daniel,Independent,377.0,0.7,392.0,55055.0
35082,Parry Sound--Muskoka,validated,Young,,Tom,NDP-New Democratic Party,6417.0,11.7,392.0,55055.0
35083,Perth--Wellington,validated,DeVries,,Irma,Christian Heritage Party,733.0,1.3,381.0,55675.0
35083,Perth--Wellington,validated,Fuhr,,Roger,People's Party,894.0,1.6,381.0,55675.0
35083,Perth--Wellington,validated,Krauter,,Geoff,NDP-New Democratic Party,8094.0,14.6,381.0,55675.0
35083,Perth--Wellington,validated,Mitchell,,Pirie,Liberal,15002.0,27.1,381.0,55675.0
35083,Perth--Wellington,validated,Nater,,John,Conservative,25622.0,46.3,381.0,55675.0
35083,Perth--Wellington,validated,Simmons,,Collan,Green Party,4949.0,9.0,381.0,55675.0
35084,Peterborough--Kawartha,validated,Bowers,,Robert M,Independent,180.0,0.3,448.0,70249.0
35084,Peterborough--Kawartha,validated,MacGregor,,Andrew,Green Party,4930.0,7.1,448.0,70249.0
35084,Peterborough--Kawartha,validated,Monsef,,Maryam,Liberal,27400.0,39.3,448.0,70249.0
35084,Peterborough--Kawartha,validated,Murphy,,Alexander,People's Party,890.0,1.3,448.0,70249.0
35084,Peterborough--Kawartha,validated,Ranney,,Ken,Stop Climate Change,172.0,0.2,448.0,70249.0
35084,Peterborough--Kawartha,validated,Shaw,,Candace,NDP-New Democratic Party,11872.0,17.0,448.0,70249.0
35084,Peterborough--Kawartha,validated,Skinner,,Michael,Conservative,24357.0,34.9,448.0,70249.0
35085,Pickering--Uxbridge,validated,Chisu,,Corneliu,People's Party,1265.0,2.0,407.0,63902.0
35085,Pickering--Uxbridge,validated,Forint,,Peter,Green Party,3799.0,6.0,407.0,63902.0
35085,Pickering--Uxbridge,validated,Higdon,,Eileen,NDP-New Democratic Party,7582.0,11.9,407.0,63902.0
35085,Pickering--Uxbridge,validated,Musarat,,Cyma,Conservative,18462.0,29.1,407.0,63902.0
35085,Pickering--Uxbridge,validated,O'Connell,,Jennifer,Liberal,32387.0,51.0,407.0,63902.0
35086,Renfrew--Nipissing--Pembroke,validated,Ainsworth,,David,People's Party,1463.0,2.5,471.0,59428.0
35086,Renfrew--Nipissing--Pembroke,validated,Cherrin,,Robert,VCP,358.0,0.6,471.0,59428.0
35086,Renfrew--Nipissing--Pembroke,validated,Criger,,Dan,Independent,1125.0,1.9,471.0,59428.0
35086,Renfrew--Nipissing--Pembroke,validated,Davis,,Jonathan,Independent,200.0,0.3,471.0,59428.0
35086,Renfrew--Nipissing--Pembroke,validated,Gallant,,Cheryl,Conservative,31080.0,52.7,471.0,59428.0
35086,Renfrew--Nipissing--Pembroke,validated,Jones-Whyte,,Eileen,NDP-New Democratic Party,8786.0,14.9,471.0,59428.0
35086,Renfrew--Nipissing--Pembroke,validated,Klietsch,,Stefan,Libertarian,266.0,0.5,471.0,59428.0
35086,Renfrew--Nipissing--Pembroke,validated,Kumar,,Dheerendra,Independent,917.0,1.6,471.0,59428.0
35086,Renfrew--Nipissing--Pembroke,validated,Marini,,Ruben,Liberal,11532.0,19.6,471.0,59428.0
35086,Renfrew--Nipissing--Pembroke,validated,Pineau,,Ian,Green Party,3230.0,5.5,471.0,59428.0
35087,Richmond Hill,validated,DeVita,,Adam,NDP-New Democratic Party,4425.0,8.8,584.0,50733.0
35087,Richmond Hill,validated,Jowhari,,Majid,Liberal,21804.0,43.5,584.0,50733.0
35087,Richmond Hill,validated,Kohli,,Ichha,Green Party,1695.0,3.4,584.0,50733.0
35087,Richmond Hill,validated,Menegakis,,Costas,Conservative,21592.0,43.1,584.0,50733.0
35087,Richmond Hill,validated,Tvorogov,,Igor,People's Party,507.0,1.0,584.0,50733.0
35087,Richmond Hill,validated,Wevers,,Otto,Parti Rhinocéros Party,126.0,0.3,584.0,50733.0
35088,Carleton,validated,Hua,,Kevin,NDP-New Democratic Party,6479.0,9.3,408.0,69767.0
35088,Carleton,validated,Kubanek,,Gordon,Green Party,3423.0,4.9,408.0,69767.0
35088,Carleton,validated,Musende,,Alain,People's Party,792.0,1.1,408.0,69767.0
35088,Carleton,validated,Poilievre,,Pierre,Conservative,32147.0,46.3,408.0,69767.0
35088,Carleton,validated,Rodgers,,Chris,Liberal,26518.0,38.2,408.0,69767.0
35089,St. Catharines,validated,Bittle,,Chris,Liberal,24183.0,40.2,506.0,60619.0
35089,St. Catharines,validated,DeRoo,,Allan,People's Party,826.0,1.4,506.0,60619.0
35089,St. Catharines,validated,Mason,,Travis,Green Party,3695.0,6.1,506.0,60619.0
35089,St. Catharines,validated,Van Meer,,Dennis,NDP-New Democratic Party,12431.0,20.7,506.0,60619.0
35089,St. Catharines,validated,Waler,,Krystina,Conservative,18978.0,31.6,506.0,60619.0
35090,Toronto--St. Paul's,validated,Bennett,,Carolyn,Liberal,32494.0,54.3,384.0,60218.0
35090,Toronto--St. Paul's,validated,Climenhaga,,Sarah,Green Party,4042.0,6.8,384.0,60218.0
35090,Toronto--St. Paul's,validated,Kellen,,John,People's Party,923.0,1.5,384.0,60218.0
35090,Toronto--St. Paul's,validated,Mukherjee,,Alok,NDP-New Democratic Party,9442.0,15.8,384.0,60218.0
35090,Toronto--St. Paul's,validated,Truesdell,,Jae,Conservative,12933.0,21.6,384.0,60218.0
35091,Sarnia--Lambton,validated,Everaert,,Brian,People's Party,1587.0,2.7,400.0,58316.0
35091,Sarnia--Lambton,validated,Gladu,,Marilyn,Conservative,28623.0,49.4,400.0,58316.0
35091,Sarnia--Lambton,validated,Kilner,,Adam,NDP-New Democratic Party,12644.0,21.8,400.0,58316.0
35091,Sarnia--Lambton,validated,Laird,,Thomas,Christian Heritage Party,531.0,0.9,400.0,58316.0
35091,Sarnia--Lambton,validated,Lemieux,,Carmen,Liberal,12041.0,20.8,400.0,58316.0
35091,Sarnia--Lambton,validated,Smith,,Peter Robert,Green Party,2490.0,4.3,400.0,58316.0
35092,Sault Ste. Marie,validated,McCleary,,Sara,NDP-New Democratic Party,9459.0,22.7,337.0,42037.0
35092,Sault Ste. Marie,validated,McLean,,Geo,Green Party,1809.0,4.3,337.0,42037.0
35092,Sault Ste. Marie,validated,Sheehan,,Terry,Liberal,16284.0,39.1,337.0,42037.0
35092,Sault Ste. Marie,validated,Spina,,Sonny,Conservative,13407.0,32.2,337.0,42037.0
35092,Sault Ste. Marie,validated,Zuccato,,Amy,People's Party,741.0,1.8,337.0,42037.0
35093,Scarborough--Agincourt,validated,Hu,,Sean,Conservative,15492.0,37.0,476.0,42290.0
35093,Scarborough--Agincourt,validated,Internicola,,Anthony,People's Party,521.0,1.2,476.0,42290.0
35093,Scarborough--Agincourt,validated,Julius,,Larisa,NDP-New Democratic Party,3636.0,8.7,476.0,42290.0
35093,Scarborough--Agincourt,validated,Ramdeen,,Randi,Green Party,1050.0,2.5,476.0,42290.0
35093,Scarborough--Agincourt,validated,Yip,,Jean,Liberal,21115.0,50.5,476.0,42290.0
35094,Scarborough Centre,validated,Cannis,,John,Independent,2524.0,5.4,638.0,47194.0
35094,Scarborough Centre,validated,Chaudhry,,Irshad,Conservative,10387.0,22.3,638.0,47194.0
35094,Scarborough Centre,validated,Hakimzadah,,Dordana,Green Party,1336.0,2.9,638.0,47194.0
35094,Scarborough Centre,validated,Kamal,,Faiz,NDP-New Democratic Party,5452.0,11.7,638.0,47194.0
35094,Scarborough Centre,validated,Vijeyaratnam,,Jeremiah,People's Party,1162.0,2.5,638.0,47194.0
35094,Scarborough Centre,validated,Zahid,,Salma,Liberal,25695.0,55.2,638.0,47194.0
35095,Scarborough--Guildwood,validated,Abara,,Stephen,Independent,70.0,0.2,580.0,43322.0
35095,Scarborough--Guildwood,validated,Alvi,,Farhan,CFF - Canada's Fourth Front,55.0,0.1,580.0,43322.0
35095,Scarborough--Guildwood,validated,Clarke,,Kevin,Independent,112.0,0.3,580.0,43322.0
35095,Scarborough--Guildwood,validated,Holding,,Kathleen Marie,Independent,70.0,0.2,580.0,43322.0
35095,Scarborough--Guildwood,validated,Jani,,Jigna,People's Party,648.0,1.5,580.0,43322.0
